NONE	Orthogroup	Aedaeg	Aedalb	Anofun	Anoste	Culpip	Culqui
NONE	OG0009622	0	1	1	1	1	1
NONE	OG0009623	1	1	1	0	1	1
NONE	OG0009624	1	1	0	1	1	1
NONE	OG0009625	1	1	1	0	1	1
NONE	OG0009626	1	1	1	0	1	1
NONE	OG0009627	0	1	0	1	2	1
NONE	OG0009628	1	1	1	0	1	1
NONE	OG0009629	1	1	1	1	0	1
NONE	OG0009630	1	1	1	1	0	1
NONE	OG0009631	1	2	1	1	0	0
NONE	OG0009632	1	1	1	1	0	1
NONE	OG0009633	1	1	1	1	1	0
NONE	OG0009634	1	1	1	1	0	1
NONE	OG0009635	1	1	1	0	1	1
NONE	OG0009636	1	1	1	1	1	0
NONE	OG0009637	1	1	1	1	1	0
NONE	OG0009638	1	1	0	1	1	1
NONE	OG0009639	1	1	1	1	0	1
NONE	OG0009640	1	2	1	1	0	0
NONE	OG0009641	0	2	1	0	1	1
NONE	OG0009642	1	1	0	1	1	1
NONE	OG0009643	1	1	1	0	1	1
NONE	OG0009644	1	1	1	1	0	1
NONE	OG0009645	1	1	1	0	1	1
NONE	OG0009646	2	1	1	0	0	1
NONE	OG0009647	1	1	1	0	1	1
NONE	OG0009648	1	1	1	1	0	1
NONE	OG0009649	1	1	1	0	1	1
NONE	OG0009650	1	0	1	2	1	0
NONE	OG0009651	1	1	0	1	1	1
NONE	OG0009652	1	1	0	1	1	1
NONE	OG0009653	1	1	1	1	1	0
NONE	OG0009654	1	1	1	0	1	1
NONE	OG0009655	1	1	1	1	0	1
NONE	OG0009656	1	1	1	1	0	1
NONE	OG0009657	0	0	1	1	1	2
NONE	OG0009658	1	1	1	1	1	0
NONE	OG0009659	1	1	1	0	1	1
NONE	OG0009660	1	1	0	1	1	1
NONE	OG0009661	1	1	1	1	0	1
NONE	OG0009662	1	1	1	1	0	1
NONE	OG0009663	1	1	1	0	1	1
NONE	OG0009664	1	1	1	0	1	1
NONE	OG0009665	1	1	1	1	1	0
NONE	OG0009666	1	0	1	1	1	1
NONE	OG0009667	1	1	1	0	1	1
NONE	OG0009668	1	1	0	1	1	1
NONE	OG0009669	1	1	1	0	1	1
NONE	OG0009670	1	1	0	1	1	1
NONE	OG0009671	1	1	1	1	0	1
NONE	OG0009672	1	0	1	1	1	1
NONE	OG0009673	1	1	1	0	1	1
NONE	OG0009674	1	1	1	1	0	1
NONE	OG0009675	1	1	0	1	1	1
NONE	OG0009676	1	1	1	1	1	0
NONE	OG0009677	1	1	1	1	0	1
NONE	OG0009678	1	1	1	1	0	1
NONE	OG0009679	1	0	1	1	1	1
NONE	OG0009680	0	1	1	1	1	1
NONE	OG0009681	1	1	1	0	1	1
NONE	OG0009682	1	1	1	1	1	0
NONE	OG0009683	1	1	1	1	0	1
NONE	OG0009684	1	1	1	0	1	1
NONE	OG0009685	1	1	1	0	1	1
NONE	OG0009686	1	1	1	0	1	1
NONE	OG0009687	1	1	1	1	1	0
NONE	OG0009688	1	1	1	1	0	1
NONE	OG0009689	1	1	1	0	1	1
NONE	OG0009690	1	1	1	0	1	1
NONE	OG0009691	1	1	1	1	0	1
NONE	OG0009692	1	0	1	1	1	1
NONE	OG0009693	1	1	1	0	1	1
NONE	OG0009694	1	1	1	1	1	0
NONE	OG0009695	1	1	1	1	1	0
NONE	OG0009696	1	1	0	1	1	1
NONE	OG0009697	1	1	1	1	0	1
NONE	OG0009698	1	1	0	1	1	1
NONE	OG0009699	1	1	1	1	0	1
NONE	OG0009700	1	1	1	1	1	0
NONE	OG0009701	1	2	1	1	0	0
NONE	OG0009702	1	1	1	0	1	1
NONE	OG0009703	0	1	1	1	1	1
NONE	OG0009704	1	1	1	1	0	1
NONE	OG0009705	1	1	1	0	1	1
NONE	OG0009706	1	0	1	1	1	1
NONE	OG0009707	1	1	1	0	1	1
NONE	OG0009708	1	1	1	1	0	1
NONE	OG0009709	1	1	1	1	1	0
NONE	OG0009710	1	1	1	0	1	1
NONE	OG0009711	1	1	1	2	0	0
NONE	OG0009712	1	1	1	1	0	1
NONE	OG0009713	1	1	1	0	1	1
NONE	OG0009714	1	1	1	1	1	0
NONE	OG0009715	2	1	1	0	1	0
NONE	OG0009716	1	1	1	1	0	1
NONE	OG0009717	1	1	1	1	0	1
NONE	OG0009718	1	1	1	0	1	1
NONE	OG0009719	1	1	1	0	1	1
NONE	OG0009720	1	1	1	1	1	0
NONE	OG0009721	1	1	1	1	1	0
NONE	OG0009722	1	1	1	1	0	1
NONE	OG0009723	1	1	1	1	1	0
NONE	OG0009724	0	1	0	2	1	1
NONE	OG0009725	1	1	1	0	1	1
NONE	OG0009726	1	1	1	1	0	1
NONE	OG0009727	1	1	0	1	1	1
NONE	OG0009728	1	0	1	1	1	1
NONE	OG0009729	1	1	1	1	0	1
NONE	OG0009730	1	1	1	1	1	0
NONE	OG0009731	1	1	1	0	1	1
NONE	OG0009732	1	0	1	1	1	1
NONE	OG0009733	2	1	0	0	1	1
NONE	OG0009734	3	2	0	0	0	0
NONE	OG0009735	2	1	0	0	1	1
NONE	OG0009736	1	1	1	0	1	1
NONE	OG0009737	2	1	0	0	1	1
NONE	OG0009738	2	1	0	0	1	1
NONE	OG0009739	1	0	1	1	1	1
NONE	OG0009740	1	1	0	1	1	1
NONE	OG0009741	1	1	1	1	1	0
NONE	OG0009742	1	1	1	1	1	0
NONE	OG0009743	1	1	1	1	1	0
NONE	OG0009744	1	1	1	1	0	1
NONE	OG0009745	1	1	1	1	0	1
NONE	OG0009746	1	1	1	1	0	1
NONE	OG0009747	1	1	1	1	0	1
NONE	OG0009748	1	1	1	1	0	1
NONE	OG0009749	1	2	0	0	1	1
NONE	OG0009750	1	1	1	1	1	0
NONE	OG0009751	1	1	0	1	1	1
NONE	OG0009752	1	1	1	1	0	1
NONE	OG0009753	2	1	0	0	1	1
NONE	OG0009754	1	2	0	0	1	1
NONE	OG0009755	1	1	1	1	0	1
NONE	OG0009756	1	1	1	1	1	0
NONE	OG0009757	1	1	0	1	1	1
NONE	OG0009758	1	1	0	1	1	1
NONE	OG0009759	1	1	1	1	1	0
NONE	OG0009760	1	2	0	0	1	1
NONE	OG0009761	1	1	1	1	1	0
NONE	OG0009762	1	1	1	1	1	0
NONE	OG0009763	1	1	1	1	1	0
NONE	OG0009764	1	0	1	1	1	1
NONE	OG0009765	1	1	0	1	1	1
NONE	OG0009766	1	2	0	0	1	1
NONE	OG0009767	1	1	1	1	1	0
NONE	OG0009768	1	1	1	1	1	0
NONE	OG0009769	1	1	0	1	1	1
NONE	OG0009770	1	2	0	0	1	1
NONE	OG0009771	1	0	1	1	1	1
NONE	OG0009772	1	1	0	1	1	1
NONE	OG0009773	2	1	0	0	1	1
NONE	OG0009774	1	1	1	1	0	1
NONE	OG0009775	1	1	1	1	0	1
NONE	OG0009776	1	2	0	0	1	1
NONE	OG0009777	1	1	1	0	1	1
NONE	OG0009778	1	1	1	0	1	1
NONE	OG0009779	1	1	1	0	1	1
NONE	OG0009780	1	1	1	0	1	1
NONE	OG0009781	1	2	0	0	1	1
NONE	OG0009782	1	2	0	0	1	1
NONE	OG0009783	2	1	0	0	1	1
NONE	OG0009784	1	1	1	0	1	1
NONE	OG0009785	1	0	1	1	1	1
NONE	OG0009786	1	1	1	0	1	1
NONE	OG0009787	1	1	0	0	2	1
NONE	OG0009788	1	1	0	0	1	2
NONE	OG0009789	1	1	0	0	1	2
NONE	OG0009790	1	0	1	1	1	1
NONE	OG0009791	1	1	1	1	1	0
NONE	OG0009792	1	0	1	1	1	1
NONE	OG0009793	1	1	1	0	1	1
NONE	OG0009794	1	1	0	1	1	1
NONE	OG0009795	1	2	0	0	1	1
NONE	OG0009796	1	1	1	1	1	0
NONE	OG0009797	1	1	1	1	1	0
NONE	OG0009798	2	1	0	0	1	1
NONE	OG0009799	1	1	1	1	1	0
NONE	OG0009800	1	1	1	1	1	0
NONE	OG0009801	1	0	1	1	1	1
NONE	OG0009802	2	1	0	0	2	0
NONE	OG0009803	1	0	1	1	1	1
NONE	OG0009804	1	1	1	1	1	0
NONE	OG0009805	1	1	1	1	1	0
NONE	OG0009806	1	1	1	1	1	0
NONE	OG0009807	1	1	1	1	1	0
NONE	OG0009808	1	1	1	1	1	0
NONE	OG0009809	1	1	1	1	1	0
NONE	OG0009810	1	1	1	1	1	0
NONE	OG0009811	1	1	1	1	1	0
NONE	OG0009812	1	1	0	0	2	1
NONE	OG0009813	1	2	0	0	1	1
NONE	OG0009814	1	1	1	1	0	1
NONE	OG0009815	1	2	0	0	1	1
NONE	OG0009816	1	1	0	1	1	1
NONE	OG0009817	1	1	1	1	1	0
NONE	OG0009818	1	1	1	1	1	0
NONE	OG0009819	1	1	1	1	1	0
NONE	OG0009820	1	1	1	1	1	0
NONE	OG0009821	2	1	0	0	1	1
NONE	OG0009822	1	1	1	1	1	0
NONE	OG0009823	1	2	0	0	1	1
NONE	OG0009824	1	1	1	1	0	1
NONE	OG0009825	1	2	0	0	1	1
NONE	OG0009826	1	1	1	1	1	0
NONE	OG0009827	1	1	1	1	1	0
NONE	OG0009828	1	1	1	1	1	0
NONE	OG0009829	1	1	0	0	2	1
NONE	OG0009830	1	0	1	1	1	1
NONE	OG0009831	1	1	1	1	1	0
NONE	OG0009832	1	1	1	1	1	0
NONE	OG0009833	1	1	1	1	1	0
NONE	OG0009834	1	1	1	1	1	0
NONE	OG0009835	1	1	1	1	1	0
NONE	OG0009836	1	1	1	1	1	0
NONE	OG0009837	1	2	0	0	1	1
NONE	OG0009838	1	1	1	1	1	0
NONE	OG0009839	1	1	1	1	1	0
NONE	OG0009840	1	1	1	1	1	0
NONE	OG0009841	1	1	1	1	1	0
NONE	OG0009842	1	1	1	1	1	0
NONE	OG0009843	1	1	1	1	1	0
NONE	OG0009844	1	1	1	1	1	0
NONE	OG0009845	1	1	1	1	1	0
NONE	OG0009846	1	1	1	1	1	0
NONE	OG0009847	1	1	1	1	0	1
NONE	OG0009848	1	1	1	1	0	1
NONE	OG0009849	1	1	1	1	0	1
NONE	OG0009850	1	1	0	1	1	1
NONE	OG0009851	1	1	1	0	1	1
NONE	OG0009852	1	1	1	1	0	1
NONE	OG0009853	1	1	1	1	0	1
NONE	OG0009854	1	1	1	0	1	1
NONE	OG0009855	1	1	1	0	1	1
NONE	OG0009856	1	1	1	0	1	1
NONE	OG0009857	1	1	1	0	1	1
NONE	OG0009858	1	1	1	0	1	1
NONE	OG0009859	1	1	1	0	1	1
NONE	OG0009860	1	1	1	0	1	1
NONE	OG0009861	1	1	1	0	1	1
NONE	OG0009862	1	1	1	0	1	1
NONE	OG0009863	1	1	1	0	1	1
NONE	OG0009864	1	1	1	1	0	1
NONE	OG0009865	1	0	1	1	1	1
NONE	OG0009866	1	1	1	1	1	0
NONE	OG0009867	1	1	1	1	1	0
NONE	OG0009868	1	1	1	1	1	0
NONE	OG0009869	1	1	1	1	0	1
NONE	OG0009870	1	1	1	1	1	0
NONE	OG0009871	1	1	1	1	0	1
NONE	OG0009872	2	1	1	1	0	0
NONE	OG0009873	1	1	1	1	0	1
NONE	OG0009874	1	1	1	1	0	1
NONE	OG0009875	2	0	1	1	1	0
NONE	OG0009876	1	0	1	1	1	1
NONE	OG0009877	1	0	1	1	1	1
NONE	OG0009878	1	1	1	1	1	0
NONE	OG0009879	1	0	0	1	2	1
NONE	OG0009880	1	1	0	1	1	1
NONE	OG0009881	1	1	0	1	1	1
NONE	OG0009882	1	1	1	1	0	1
NONE	OG0009883	1	1	1	1	1	0
NONE	OG0009884	1	1	1	1	1	0
NONE	OG0009885	1	1	1	1	1	0
NONE	OG0009886	1	1	1	1	0	1
NONE	OG0009887	1	1	1	1	0	1
NONE	OG0009888	1	1	1	1	0	1
NONE	OG0009889	1	2	0	0	1	1
NONE	OG0009890	1	1	1	1	1	0
NONE	OG0009891	1	1	1	1	0	1
NONE	OG0009892	1	1	1	1	0	1
NONE	OG0009893	1	2	0	0	1	1
NONE	OG0009894	1	1	1	1	1	0
NONE	OG0009895	1	0	1	1	1	1
NONE	OG0009896	1	1	0	1	1	1
NONE	OG0009897	1	1	1	1	1	0
NONE	OG0009898	1	1	0	1	1	1
NONE	OG0009899	1	1	1	0	1	1
NONE	OG0009900	2	1	0	0	1	1
NONE	OG0009901	1	1	1	0	1	1
NONE	OG0009902	2	0	1	1	1	0
NONE	OG0009903	2	0	1	1	1	0
NONE	OG0009904	1	1	1	1	1	0
NONE	OG0009905	1	1	0	1	1	1
NONE	OG0009906	1	1	1	1	1	0
NONE	OG0009907	1	1	1	1	1	0
NONE	OG0009908	1	1	1	1	1	0
NONE	OG0009909	1	1	1	1	1	0
NONE	OG0009910	1	1	1	1	1	0
NONE	OG0009911	1	1	1	1	1	0
NONE	OG0009912	1	1	1	1	1	0
NONE	OG0009913	2	1	0	0	1	1
NONE	OG0009914	1	1	1	1	1	0
NONE	OG0009915	1	1	0	1	1	1
NONE	OG0009916	1	0	1	1	1	1
NONE	OG0009917	1	1	1	1	1	0
NONE	OG0009918	1	1	1	1	0	1
NONE	OG0009919	1	1	1	1	0	1
NONE	OG0009920	1	1	1	0	1	1
NONE	OG0009921	1	1	1	1	0	1
NONE	OG0009922	1	1	1	1	0	1
NONE	OG0009923	1	1	1	1	0	1
NONE	OG0009924	1	1	1	1	0	1
NONE	OG0009925	1	1	1	1	0	1
NONE	OG0009926	1	1	1	1	0	1
NONE	OG0009927	1	1	1	1	0	1
NONE	OG0009928	1	1	1	1	1	0
NONE	OG0009929	1	1	1	1	0	1
NONE	OG0009930	1	2	0	0	1	1
NONE	OG0009931	1	2	0	0	1	1
NONE	OG0009932	1	1	0	1	1	1
NONE	OG0009933	1	1	1	1	0	1
NONE	OG0009934	1	1	1	1	0	1
NONE	OG0009935	1	1	1	0	1	1
NONE	OG0009936	1	1	1	0	1	1
NONE	OG0009937	1	0	1	1	1	1
NONE	OG0009938	1	1	1	1	1	0
NONE	OG0009939	1	1	1	1	1	0
NONE	OG0009940	1	1	1	1	1	0
NONE	OG0009941	1	1	1	1	1	0
NONE	OG0009942	1	1	1	1	1	0
NONE	OG0009943	1	1	1	1	1	0
NONE	OG0009944	1	1	1	1	1	0
NONE	OG0009945	1	2	1	0	1	0
NONE	OG0009946	1	1	1	1	1	0
NONE	OG0009947	1	1	1	1	1	0
NONE	OG0009948	1	1	1	1	0	1
NONE	OG0009949	1	1	1	1	0	1
NONE	OG0009950	1	1	0	0	2	1
NONE	OG0009951	1	1	0	0	2	1
NONE	OG0009952	1	1	1	1	1	0
NONE	OG0009953	1	1	1	1	1	0
NONE	OG0009954	1	1	1	1	1	0
NONE	OG0009955	1	2	0	0	1	1
NONE	OG0009956	1	1	1	1	1	0
NONE	OG0009957	1	1	1	0	1	1
NONE	OG0009958	1	1	1	1	0	1
NONE	OG0009959	1	1	1	1	0	1
NONE	OG0009960	1	1	1	1	0	1
NONE	OG0009961	1	1	1	1	0	1
NONE	OG0009962	1	1	1	1	0	1
NONE	OG0009963	1	1	1	1	0	1
NONE	OG0009964	1	1	1	1	1	0
NONE	OG0009965	1	1	1	1	1	0
NONE	OG0009966	1	1	1	1	1	0
NONE	OG0009967	1	1	1	1	0	1
NONE	OG0009968	1	1	1	1	0	1
NONE	OG0009969	1	1	1	0	1	1
NONE	OG0009970	1	0	1	1	1	1
NONE	OG0009971	1	1	1	1	1	0
NONE	OG0009972	1	1	1	1	1	0
NONE	OG0009973	1	1	1	1	1	0
NONE	OG0009974	1	1	1	1	1	0
NONE	OG0009975	1	1	1	1	1	0
NONE	OG0009976	1	1	1	1	1	0
NONE	OG0009977	1	1	1	1	1	0
NONE	OG0009978	1	1	1	1	1	0
NONE	OG0009979	1	1	1	1	1	0
NONE	OG0009980	1	1	1	1	1	0
NONE	OG0009981	1	1	1	1	1	0
NONE	OG0009982	1	0	1	1	1	1
NONE	OG0009983	1	1	1	1	1	0
NONE	OG0009984	1	1	1	1	1	0
NONE	OG0009985	1	1	1	1	1	0
NONE	OG0009986	1	1	1	1	0	1
NONE	OG0009987	1	1	1	1	0	1
NONE	OG0009988	1	1	1	1	0	1
NONE	OG0009989	1	1	1	1	0	1
NONE	OG0009990	1	1	1	1	0	1
NONE	OG0009991	1	1	1	1	0	1
NONE	OG0009992	1	1	1	1	0	1
NONE	OG0009993	1	1	1	1	0	1
NONE	OG0009994	1	1	1	1	0	1
NONE	OG0009995	1	1	1	1	0	1
NONE	OG0009996	1	1	1	1	0	1
NONE	OG0009997	1	1	1	1	0	1
NONE	OG0009998	1	1	1	1	0	1
NONE	OG0009999	1	1	1	1	0	1
NONE	OG0010000	1	1	1	1	0	1
NONE	OG0010001	1	1	1	1	0	1
NONE	OG0010002	1	1	1	1	0	1
NONE	OG0010003	1	2	1	0	0	1
NONE	OG0010004	1	1	1	1	0	1
NONE	OG0010005	1	1	1	1	0	1
NONE	OG0010006	1	1	1	1	0	1
NONE	OG0010007	1	1	1	1	1	0
NONE	OG0010008	1	1	1	1	0	1
NONE	OG0010009	1	1	1	1	0	1
NONE	OG0010010	1	1	1	1	1	0
NONE	OG0010011	1	1	1	1	1	0
NONE	OG0010012	1	1	1	1	1	0
NONE	OG0010013	1	1	1	1	1	0
NONE	OG0010014	1	1	1	1	1	0
NONE	OG0010015	1	1	1	1	1	0
NONE	OG0010016	1	1	1	1	1	0
NONE	OG0010017	1	1	1	1	1	0
NONE	OG0010018	1	1	1	1	1	0
NONE	OG0010019	1	1	1	1	1	0
NONE	OG0010020	1	1	1	0	1	1
NONE	OG0010021	1	1	1	1	1	0
NONE	OG0010022	5	0	0	0	0	0
NONE	OG0010023	2	1	0	0	1	1
NONE	OG0010024	1	1	1	1	1	0
NONE	OG0010025	1	1	1	1	1	0
NONE	OG0010026	1	1	1	1	1	0
NONE	OG0010027	1	1	1	0	1	1
NONE	OG0010028	1	1	1	1	1	0
NONE	OG0010029	1	1	0	1	1	1
NONE	OG0010030	1	1	1	1	1	0
NONE	OG0010031	1	1	0	1	1	1
NONE	OG0010032	2	0	1	0	1	1
NONE	OG0010033	1	1	1	1	1	0
NONE	OG0010034	1	1	1	0	1	1
NONE	OG0010035	1	1	1	1	1	0
NONE	OG0010036	1	1	2	0	1	0
NONE	OG0010037	1	1	0	1	1	1
NONE	OG0010038	1	0	1	1	1	1
NONE	OG0010039	1	1	0	0	1	2
NONE	OG0010040	3	2	0	0	0	0
NONE	OG0010041	1	1	1	1	1	0
NONE	OG0010042	1	1	1	0	1	1
NONE	OG0010043	2	1	0	0	1	1
NONE	OG0010044	1	0	1	1	1	1
NONE	OG0010045	1	1	1	1	1	0
NONE	OG0010046	2	1	0	0	1	1
NONE	OG0010047	1	1	0	0	2	1
NONE	OG0010048	1	1	0	0	2	1
NONE	OG0010049	1	0	1	1	1	1
NONE	OG0010050	1	1	1	0	1	1
NONE	OG0010051	1	1	1	0	1	1
NONE	OG0010052	1	1	1	1	1	0
NONE	OG0010053	1	2	0	0	1	1
NONE	OG0010054	1	1	0	1	1	1
NONE	OG0010055	1	1	1	1	1	0
NONE	OG0010056	1	0	1	1	1	1
NONE	OG0010057	1	0	1	1	1	1
NONE	OG0010058	1	4	0	0	0	0
NONE	OG0010059	1	1	0	1	1	1
NONE	OG0010060	1	1	1	1	0	1
NONE	OG0010061	1	1	1	1	0	1
NONE	OG0010062	1	1	1	0	1	1
NONE	OG0010063	1	1	1	0	1	1
NONE	OG0010064	1	1	0	1	1	1
NONE	OG0010065	1	0	1	1	1	1
NONE	OG0010066	1	1	1	1	0	1
NONE	OG0010067	1	1	0	1	1	1
NONE	OG0010068	1	1	0	1	1	1
NONE	OG0010069	1	0	1	1	1	1
NONE	OG0010070	1	1	1	0	1	1
NONE	OG0010071	1	1	1	1	0	1
NONE	OG0010072	1	1	1	0	1	1
NONE	OG0010073	1	1	0	1	1	1
NONE	OG0010074	1	1	0	1	1	1
NONE	OG0010075	1	1	1	1	0	1
NONE	OG0010076	1	1	1	1	1	0
NONE	OG0010077	1	0	1	1	1	1
NONE	OG0010078	1	1	1	1	1	0
NONE	OG0010079	1	1	1	1	1	0
NONE	OG0010080	1	1	1	1	1	0
NONE	OG0010081	1	1	1	1	1	0
NONE	OG0010082	1	1	1	1	1	0
NONE	OG0010083	1	0	1	1	1	1
NONE	OG0010084	1	1	1	1	1	0
NONE	OG0010085	1	1	1	1	1	0
NONE	OG0010086	1	1	1	0	1	1
NONE	OG0010087	1	1	0	1	1	1
NONE	OG0010088	1	2	0	0	1	1
NONE	OG0010089	1	1	1	1	1	0
NONE	OG0010090	1	1	1	1	1	0
NONE	OG0010091	1	1	1	1	1	0
NONE	OG0010092	1	1	1	1	1	0
NONE	OG0010093	1	1	1	0	1	1
NONE	OG0010094	1	0	1	1	1	1
NONE	OG0010095	1	0	1	1	1	1
NONE	OG0010096	1	0	1	1	1	1
NONE	OG0010097	1	0	1	1	1	1
NONE	OG0010098	1	1	1	1	0	1
NONE	OG0010099	1	1	1	1	0	1
NONE	OG0010100	1	1	1	1	0	1
NONE	OG0010101	1	1	1	1	0	1
NONE	OG0010102	1	1	1	1	0	1
NONE	OG0010103	1	1	1	1	0	1
NONE	OG0010104	1	1	1	1	0	1
NONE	OG0010105	1	1	1	1	0	1
NONE	OG0010106	1	1	1	1	0	1
NONE	OG0010107	1	1	1	1	0	1
NONE	OG0010108	1	1	1	1	0	1
NONE	OG0010109	1	1	1	1	1	0
NONE	OG0010110	1	1	1	1	1	0
NONE	OG0010111	1	1	1	1	1	0
NONE	OG0010112	1	1	1	1	1	0
NONE	OG0010113	1	1	1	1	1	0
NONE	OG0010114	1	1	1	1	1	0
NONE	OG0010115	1	1	1	1	0	1
NONE	OG0010116	1	1	1	1	1	0
NONE	OG0010117	1	1	1	1	1	0
NONE	OG0010118	1	1	1	1	1	0
NONE	OG0010119	1	1	1	1	1	0
NONE	OG0010120	1	1	1	0	1	1
NONE	OG0010121	1	1	1	1	1	0
NONE	OG0010122	1	1	1	1	0	1
NONE	OG0010123	1	2	0	0	1	1
NONE	OG0010124	1	1	1	0	1	1
NONE	OG0010125	1	1	1	0	1	1
NONE	OG0010126	1	1	1	1	1	0
NONE	OG0010127	1	1	1	0	1	1
NONE	OG0010128	1	0	1	1	1	1
NONE	OG0010129	1	2	0	0	1	1
NONE	OG0010130	4	0	0	0	1	0
NONE	OG0010131	1	1	1	0	1	1
NONE	OG0010132	1	1	1	1	0	1
NONE	OG0010133	1	1	1	1	1	0
NONE	OG0010134	1	1	0	0	2	1
NONE	OG0010135	1	1	1	1	1	0
NONE	OG0010136	1	1	1	1	1	0
NONE	OG0010137	1	0	1	1	1	1
NONE	OG0010138	1	1	1	1	1	0
NONE	OG0010139	1	0	1	1	1	1
NONE	OG0010140	1	0	1	1	1	1
NONE	OG0010141	1	1	1	1	0	1
NONE	OG0010142	1	1	1	1	0	1
NONE	OG0010143	1	1	1	1	0	1
NONE	OG0010144	1	0	1	1	1	1
NONE	OG0010145	1	1	0	0	2	1
NONE	OG0010146	1	1	1	1	1	0
NONE	OG0010147	1	0	1	1	1	1
NONE	OG0010148	1	1	1	1	1	0
NONE	OG0010149	1	1	1	1	1	0
NONE	OG0010150	1	1	1	1	0	1
NONE	OG0010151	1	1	1	1	0	1
NONE	OG0010152	1	1	1	1	0	1
NONE	OG0010153	1	1	1	1	1	0
NONE	OG0010154	2	1	0	0	1	1
NONE	OG0010155	1	1	1	0	1	1
NONE	OG0010156	1	1	0	1	1	1
NONE	OG0010157	1	1	1	1	1	0
NONE	OG0010158	1	1	1	1	1	0
NONE	OG0010159	1	1	1	1	1	0
NONE	OG0010160	1	1	1	1	1	0
NONE	OG0010161	1	1	1	1	1	0
NONE	OG0010162	1	1	1	1	1	0
NONE	OG0010163	1	1	1	1	1	0
NONE	OG0010164	1	1	1	1	1	0
NONE	OG0010165	1	1	1	1	1	0
NONE	OG0010166	1	1	1	1	1	0
NONE	OG0010167	1	1	2	1	0	0
NONE	OG0010168	1	1	1	2	0	0
NONE	OG0010169	1	1	1	1	0	1
NONE	OG0010170	1	1	1	1	0	1
NONE	OG0010171	1	1	1	1	0	1
NONE	OG0010172	1	1	1	1	0	1
NONE	OG0010173	1	1	1	1	0	1
NONE	OG0010174	1	1	1	1	0	1
NONE	OG0010175	1	1	1	1	0	1
NONE	OG0010176	1	1	1	1	0	1
NONE	OG0010177	1	1	1	1	0	1
NONE	OG0010178	1	1	1	1	0	1
NONE	OG0010179	1	1	1	1	0	1
NONE	OG0010180	1	1	1	1	0	1
NONE	OG0010181	1	1	1	1	0	1
NONE	OG0010182	1	1	1	1	0	1
NONE	OG0010183	1	1	1	1	1	0
NONE	OG0010184	1	1	1	1	0	1
NONE	OG0010185	1	1	1	1	0	1
NONE	OG0010186	2	1	1	1	0	0
NONE	OG0010187	2	1	1	1	0	0
NONE	OG0010188	2	1	1	1	0	0
NONE	OG0010189	1	1	1	1	1	0
NONE	OG0010190	1	1	1	1	0	1
NONE	OG0010191	1	0	1	1	1	1
NONE	OG0010192	1	1	1	1	1	0
NONE	OG0010193	1	0	1	1	1	1
NONE	OG0010194	1	0	1	1	1	1
NONE	OG0010195	1	1	1	1	0	1
NONE	OG0010196	1	1	1	1	0	1
NONE	OG0010197	1	1	1	1	0	1
NONE	OG0010198	1	1	1	1	0	1
NONE	OG0010199	1	1	1	1	0	1
NONE	OG0010200	1	1	1	1	0	1
NONE	OG0010201	1	2	1	1	0	0
NONE	OG0010202	1	1	1	1	0	1
NONE	OG0010203	1	2	1	0	0	1
NONE	OG0010204	1	1	1	1	0	1
NONE	OG0010205	1	1	1	1	0	1
NONE	OG0010206	1	1	1	1	0	1
NONE	OG0010207	1	1	1	1	0	1
NONE	OG0010208	1	1	1	1	0	1
NONE	OG0010209	1	1	1	0	1	1
NONE	OG0010210	1	1	1	1	0	1
NONE	OG0010211	2	0	1	1	0	1
NONE	OG0010212	1	1	1	1	0	1
NONE	OG0010213	1	1	1	1	0	1
NONE	OG0010214	1	1	1	1	0	1
NONE	OG0010215	1	1	1	1	0	1
NONE	OG0010216	1	1	1	1	0	1
NONE	OG0010217	1	1	1	1	0	1
NONE	OG0010218	1	1	1	1	0	1
NONE	OG0010219	1	1	1	1	0	1
NONE	OG0010220	1	1	1	1	0	1
NONE	OG0010221	1	1	1	2	0	0
NONE	OG0010222	1	1	1	1	0	1
NONE	OG0010223	1	1	1	1	0	1
NONE	OG0010224	1	1	1	1	0	1
NONE	OG0010225	1	1	1	1	0	1
NONE	OG0010226	1	1	1	1	0	1
NONE	OG0010227	1	1	1	1	0	1
NONE	OG0010228	1	1	1	1	0	1
NONE	OG0010229	1	1	1	1	0	1
NONE	OG0010230	1	1	1	1	0	1
NONE	OG0010231	1	1	1	1	0	1
NONE	OG0010232	1	1	1	1	0	1
NONE	OG0010233	2	1	0	0	1	1
NONE	OG0010234	1	2	0	0	1	1
NONE	OG0010235	1	1	1	1	1	0
NONE	OG0010236	1	1	0	0	2	1
NONE	OG0010237	1	0	1	1	1	1
NONE	OG0010238	1	1	1	1	0	1
NONE	OG0010239	1	0	1	1	1	1
NONE	OG0010240	1	1	1	0	1	1
NONE	OG0010241	1	1	1	1	1	0
NONE	OG0010242	1	2	0	0	1	1
NONE	OG0010243	1	1	0	1	1	1
NONE	OG0010244	1	1	1	0	1	1
NONE	OG0010245	1	1	1	1	0	1
NONE	OG0010246	1	1	1	0	1	1
NONE	OG0010247	1	1	1	0	1	1
NONE	OG0010248	1	1	1	0	1	1
NONE	OG0010249	1	1	0	1	1	1
NONE	OG0010250	1	1	1	1	1	0
NONE	OG0010251	1	1	1	0	1	1
NONE	OG0010252	1	1	1	1	1	0
NONE	OG0010253	1	0	1	1	1	1
NONE	OG0010254	1	1	0	1	1	1
NONE	OG0010255	1	1	1	0	1	1
